Episode,Timestep,Action
536,2,"[[ 1.29221     1.3668962  -1.6413032  -1.0835047  -1.1495668  -4.201766
  -0.02365997  0.91753185  0.3292141  -0.5404781   0.23613366  0.95076084
  -1.219337    1.7780972  -1.9508808   1.0946661  -1.5574954  -1.2051706
  -0.5448437  -0.58367336 -0.18825649 -0.95061874  0.1987828   1.9127555 ]]"
537,2,"[[ 1.1984378   0.25815213 -1.9361545  -0.49232614 -0.8522871  -4.6148686
   0.229419   -0.05527568  2.0436556  -1.3785352  -1.0333858   0.0535199
  -0.64135325  1.5941668  -1.4371192   1.4697284   0.19014475 -0.67106694
  -0.8965754  -1.1752431  -1.2219737   0.6479969  -0.34611633  2.26004   ]]"
538,2,"[[ 1.3309089   0.7784663  -1.9668372  -1.0063987  -1.9251721  -5.2360754
   0.622715    1.3796706   1.0438313  -0.78361887  1.0575337   1.0723511
  -0.14320934  1.1097705  -0.9504049   1.6454334  -0.26586992 -1.1259096
   0.5199038  -1.215079   -0.22057     0.31894487 -0.76603425  1.5291529 ]]"
539,2,"[[ 1.3742476   0.7808559  -2.4014115   0.4735426  -1.5471241  -5.4952435
   0.2934886   1.1226394   1.0700988   0.71825624 -1.2776201   0.9780079
  -0.856821    2.50913    -0.6677478   0.64125633 -0.2788106  -1.1152418
  -0.9601636  -0.9480514  -0.219737    0.09693156 -0.88664824  0.15669608]]"
540,2,"[[ 0.5867529   0.18760416 -3.0107837   1.1979997  -1.411047   -4.021662
   0.10636836  0.98879296  2.5369582  -0.88705057 -0.31496322 -1.0623779
  -1.5924438   0.16424716 -0.9804182   1.8743701   0.40339994 -1.3671452
   0.07588476 -0.40516496  0.09379074  0.24359009 -1.3011849   0.6747759 ]]"
541,2,"[[ 0.16091216  0.68805933 -0.36021495  0.21023665 -0.8923322  -4.441206
  -1.0640342   0.83046204  1.4371636  -1.1188452  -0.75106865  0.47276655
  -1.0245237   1.7906717  -1.5192882   1.2098184   0.2499865  -0.45702434
  -0.6742574  -1.7113545  -1.166302   -0.13808018 -0.77934545  1.6041641 ]]"
542,2,"[[ 0.1828323   1.2171586  -1.251138    1.1538584  -1.054138   -4.700695
  -0.65295684  2.648869    0.95893097  0.3459728   0.54405797  0.86657006
  -0.70619357  2.3281898  -2.1426616   1.3849888   0.00781387 -1.1900394
  -1.1403853   0.03092337 -0.27613544 -0.15273163  0.13904464  1.3969893 ]]"
543,2,"[[ 1.3557563  -0.26310998 -1.7279736  -0.20591798 -1.0259404  -4.4267473
   1.4012334   0.92120963  2.4144747  -0.8582257  -0.33392638  1.6519223
  -0.8683591   1.2495937  -1.3018626   1.2449597  -0.18203998 -0.08748072
  -0.74738806 -0.43748358  0.86304605 -1.0121255  -0.7844451   1.6228112 ]]"
544,2,"[[ 0.89509124  0.12705958 -1.268909    1.140652   -0.995324   -4.268695
   0.09628421  0.8203675   2.2626472  -1.2671435   0.2417696   1.1636776
  -0.20328438  1.2804551  -1.7647086   1.1836374  -1.2134497  -1.7485465
  -0.31808326 -0.24938267 -1.1362209   0.62780434 -0.1503334   1.5201031 ]]"
545,2,"[[ 0.49096552  0.21660826 -1.5074524   0.96944034 -2.0388446  -4.394938
  -0.06901097  0.5411242   2.0630193  -0.51523715 -0.702641    0.00511873
  -0.18220389  1.2178128  -1.6614456   1.6668962  -0.2110105  -1.888043
  -0.9188265  -0.37426317 -0.22870007 -0.28723627 -0.38700154  2.965756  ]]"
546,2,"[[ 1.6752267   0.3185641  -2.2185767   0.60520726 -2.0423079  -4.772222
   0.68605834  0.28844458  1.8496075  -0.85664356 -1.4549919   0.52559316
  -1.3979604   2.033125   -0.72463214  0.7328291  -1.029219   -1.0649177
  -0.13923532 -0.9105818  -0.37622398  0.06215219 -0.6179169   2.1967201 ]]"
547,2,"[[ 1.2114122   0.18128541 -1.3520627   0.62680686 -0.24209464 -4.806349
  -0.74330103  1.7609735   1.3583612  -0.7898284  -0.36011407  0.0542239
  -0.8565203   1.3737315  -1.9984663   1.8269376  -1.3990419  -0.18939924
  -0.5006207  -0.8694461  -0.08881748 -0.76896685 -0.3047708   0.7206757 ]]"
548,2,"[[ 1.61647     1.3555532  -2.1075451  -0.5725802  -0.6321131  -4.2161994
   0.17927659  1.7381852   1.4750273   0.49971265 -0.11625088  2.1704485
  -1.0633578   1.8397208  -0.13394117  1.847282   -0.94540155 -0.19491667
  -0.45808494 -0.35064855 -1.1252035   0.29022735 -0.6475162   0.7129965 ]]"
549,2,"[[ 0.87269276  1.413851   -0.7673607   1.4039005  -0.9608741  -3.7279842
  -0.533041    1.3404967   1.67265    -0.32993186  0.06297208  0.84043247
  -0.8671559   1.6918267  -0.3448233   1.7605479  -0.34181756 -0.8190918
  -0.51568466 -1.3268411  -0.23682588 -1.1888549  -1.3859434   1.3351473 ]]"
550,2,"[[ 2.043632    0.07247806 -1.2762663   0.15359843 -0.18094838 -4.5428967
  -0.368927   -0.28441942  2.0615063  -0.44467247 -0.98467493  1.2921993
  -0.57695174  1.9956243  -0.9434034   1.7712535  -0.26378587 -1.660152
  -1.7601963  -0.8357472  -1.0107098   0.5904909  -0.72091377  0.87632805]]"
551,2,"[[ 0.915504    0.38296723 -1.6571076  -0.678856   -0.90596724 -5.294348
  -0.58325535  0.7071861   1.8499025  -0.5253061   0.46569318  1.304548
  -0.9623206   2.7964563  -1.3765433   2.0382154  -0.4865612  -0.84072477
  -0.8684418  -0.24160874 -0.02752373  0.5553739  -0.5512601   1.3502003 ]]"
552,2,"[[-0.30273837  0.77255213 -2.7654188   0.7170242  -2.0399067  -4.719938
  -1.2361543   0.59452343  1.3297067  -0.47121233 -0.06918698  0.6307508
  -0.8334749   1.9812167  -0.6815596   1.7902037  -0.25384748 -0.95054924
  -0.89205015 -0.44610223 -0.05257383  0.91843414 -1.3803818   0.37261426]]"
553,2,"[[ 1.5066688   0.7059022  -0.98267376 -0.8134561  -1.858825   -4.5035644
  -0.47103697  0.26922446  1.2743638   0.7418245  -0.58632135  1.3943342
  -0.898731    0.7653892  -0.30583012  1.3377991  -0.8944102  -0.12443513
  -0.6007858  -0.79437596 -0.34508947  0.7138411  -0.73806137  1.463887  ]]"
554,2,"[[ 0.8854308   0.63335156 -1.9990301  -0.926909   -1.9447854  -4.122982
  -0.39629698  1.8502306   1.4095507  -1.1338022  -1.0054288   0.26831752
  -0.36160636  0.65777683 -2.4839778   1.5660316  -0.51998496 -1.2189132
  -0.5221196  -1.4035285  -0.48897463  1.1829954  -1.2849922   2.0586343 ]]"
555,2,"[[ 1.4256763   0.82551897 -2.2639868   0.3023534  -2.9923687  -4.4362817
   0.20823869  1.5856118   2.1037164  -0.31778556 -0.10734432  0.575305
  -0.17187124  1.4974766  -1.315242    1.4077408  -0.7661297  -0.6743902
   0.25225258 -0.38710645 -0.6190744   0.9690912  -1.8113406   1.9459249 ]]"
556,2,"[[ 0.46919784  1.2924937  -1.5819108   0.1981556  -1.2748913  -3.7967038
  -0.36724302  1.722768    1.4661963  -0.71215314 -0.2750096   1.0639372
  -1.1021106   1.1873775  -1.2624762   1.9326024  -1.8857799  -0.8243642
  -0.25302088  0.26192397  0.44898006  0.12899585 -0.26620436  1.2258031 ]]"
557,2,"[[ 1.0763786  -0.50945675 -1.961869   -0.8853232  -1.3390183  -4.2546296
  -0.839762    0.76558316  2.201514   -0.5370157  -0.24045302  0.4965025
  -0.58875483  1.5040466  -1.4783828   1.2266134  -0.4774366  -1.1196892
  -1.0307188  -0.36486155  0.41532156  0.96799237 -0.4066918   0.6631144 ]]"
558,2,"[[ 0.11713487  0.33853787 -1.9450343  -0.03631759 -1.7980521  -4.165446
  -0.35283783  1.1540017   0.9859313   0.24880797 -0.60517347  0.39091733
  -0.4421099   1.8439658  -1.2640316   2.351944   -1.501946   -1.4374288
  -1.1755543  -0.45742193 -0.36186975 -0.24453929 -0.4589156   1.4352635 ]]"
559,2,"[[ 1.3585827   0.46172035 -1.238451   -0.23109022 -0.7136966  -3.8785377
  -0.2542175   0.5530971   1.8015611  -0.08720067  0.06830859  1.5095754
  -0.6831679   1.2312424  -0.8790858   2.2059412  -0.47411698 -0.44222718
  -1.2637451  -1.1439718  -0.16066037 -0.8461311  -0.60868365  1.3816336 ]]"
560,2,"[[ 1.950141    1.4793503  -1.9349936  -0.16496025 -0.2684176  -4.596707
  -0.7793578   0.58795667  1.5035199  -0.66714275 -0.8384702   1.8411186
  -1.1226076   2.0700803  -1.4137431   1.2860832  -0.15389183 -1.488124
  -0.05664289 -0.9789945   0.83936596  0.29328167 -0.00736362  1.1978164 ]]"
561,2,"[[ 1.4922757   1.8508885  -1.0532403   0.05372948 -1.8489403  -5.4360056
   0.17653489  1.6565238   1.8212274  -0.6249804  -0.00963056  0.530908
   0.02576447  1.7749066  -2.7495837   1.9957703  -0.05417943  0.37192088
  -0.29598036 -0.8614655  -0.9718143   0.26773745 -0.39923924  2.155583  ]]"
562,2,"[[ 0.33524692  0.76035905 -1.9089171   0.49176556 -2.9755788  -4.784448
  -0.06368712  1.9663392   1.7437924  -0.6853167   0.45355955  1.3990346
  -0.4532702   1.8543515  -0.49221468  1.4557209   0.62907827 -1.6588504
   0.1215567  -0.26474667 -1.5079907   0.5284842  -0.5927698   1.2922934 ]]"
563,2,"[[ 0.5205562   0.45634925 -1.5920388   0.3768582  -0.7889309  -5.1003375
  -0.05531752  0.96143055  0.95318365  0.17638132  0.6958685   1.1150744
  -1.3953369   1.9469794   0.01431668  1.0427597  -0.29586744 -1.6675887
  -1.0478702  -1.135777    0.28366998  0.28913215 -0.93103737  1.8260312 ]]"
564,2,"[[ 1.2205347   0.77137387 -2.1501584   0.5125351  -1.118517   -4.3463874
  -0.7899234   2.9901388   0.95313984 -0.5914704  -0.897352    1.1005874
  -0.45614535  0.40984738 -2.3054318   1.0342035   0.03407067 -0.83880913
  -0.95083094 -0.4292567  -0.0259037   1.0002527  -0.5015619   1.9166934 ]]"
565,2,"[[-0.11385864 -0.20183504 -1.7057121  -0.117883   -1.6886704  -4.776865
  -0.21508217  0.2659377   0.845375   -1.396266   -0.21535775  1.175108
  -0.5955069   1.8502886  -0.99300456  1.6293211   0.31640583 -0.27581835
  -0.7220738  -0.93813664  0.32608292  0.18214148 -0.2734773   1.0039431 ]]"
566,2,"[[ 1.1936113   0.7940762  -2.6814501   0.1765145  -1.6792977  -4.4305024
  -1.7622573   1.4288543   0.7955895  -0.4284464  -0.61131966  0.8899245
  -1.1167941   0.73090017 -1.5503855   1.4512314  -0.67349064 -0.6475605
  -1.4783049  -0.8417691  -0.37631142  0.77225465 -0.5548851   1.0582149 ]]"
567,2,"[[ 0.5878659   0.2148228  -2.4349337   1.1026804  -0.9074435  -4.4599376
  -0.41195983  1.5317144   1.1766143  -1.5840794  -0.7813692   0.5513522
  -0.66604316  2.0397198  -1.1960416   1.6387466   0.33648244 -0.05488777
  -1.1710178  -1.0656701   0.29308823 -0.28230476 -0.62413585  1.8712082 ]]"
568,2,"[[ 0.60804474  1.570272   -2.7320192   0.44038084 -1.331514   -4.102891
   0.8036795   0.12123853  0.61890376  0.6060595  -1.1840371   1.2980925
  -0.8104356   1.7880826  -1.642869    1.5204084  -0.6988077  -1.289464
   0.00653261 -0.9378109   0.4682519  -0.08822331 -1.2698731   0.3113091 ]]"
569,2,"[[ 0.62327695  0.69683623 -1.6609037  -0.262069   -2.4490552  -4.3412757
  -1.3765104   2.3717442   1.4600701   0.29880303  0.2758229   1.0158987
  -1.152482    1.4642962  -0.7447295   1.5472324   0.06066293 -0.8757844
  -0.52608645 -0.87558836 -0.8934864   0.84858024 -0.5612326   2.3272154 ]]"
570,2,"[[ 1.5382141   0.9295281  -1.725266    0.46705982 -2.0118356  -4.3731236
  -1.3067632  -0.08329713  2.1381145  -1.1349272  -0.48445898  1.3184054
  -0.6631565   1.397353   -1.7559226   1.3853209  -0.18266192 -1.5033484
  -1.2071784  -0.01741618 -0.7155259   0.37088537 -0.48236898  1.3363553 ]]"
571,2,"[[ 0.35227454  0.23639697 -0.941963   -0.68336785 -2.0554163  -4.088293
   0.09067908  0.51291203  2.2147453  -1.0246139  -0.82450134  0.98008394
  -0.8332409   0.92005914 -2.359966    0.7227017  -0.47021317 -1.5087149
  -0.6430972  -0.81253356 -0.3276113   0.87854475 -0.9704635   1.5510458 ]]"
572,2,"[[ 0.9123321  -0.82428026 -2.4351048   1.5950391  -2.406684   -4.2883096
   0.14747733  1.419018    1.4941112  -0.38496637 -0.2040208   0.30992806
  -1.5679919   2.2660778  -1.8316617   1.3890858  -1.3575107  -1.7956293
  -1.9183391  -1.2137587  -0.40889007 -0.33070073 -0.09745842  1.1351578 ]]"
573,2,"[[ 0.17005068  1.3007183  -0.9959101   0.61887205 -0.08499384 -3.8336315
  -0.47303802  0.4380725   0.88389313 -1.0264761  -1.0301906   0.5537167
   0.26724088  2.1262836  -0.5516954   2.0179267   0.04072672 -1.64382
  -0.78416586 -0.51657903 -0.3132688   0.8977574  -1.2113118   2.481079  ]]"
574,2,"[[ 0.4960278   1.0459952  -0.76335704  0.04786456 -1.3580998  -4.61932
  -0.27918848  0.8943467   0.7890058  -0.6547513  -0.29867592 -0.3837567
  -1.306082    0.92619973 -1.1017063   1.8410492   0.0966917  -1.2810347
  -0.7458982  -0.3894224  -0.49764332  0.55079246  0.08676732  1.4031608 ]]"
575,2,"[[ 0.74472624  0.41722977 -1.6740935  -1.1845849  -1.257165   -4.5499654
  -0.01689267  1.2081001   2.0119348   0.28260106 -0.60522366  1.260201
  -0.42069197  2.1137161  -3.1130784   1.4790412  -0.4359964  -0.6532558
  -0.69071406 -0.73026747  0.2609269   0.23440345 -1.3028269   2.9305968 ]]"
576,2,"[[ 1.1011131e+00  4.7641104e-01 -2.7260668e+00  3.4272397e-01
   1.1382937e-02 -4.3173037e+00  2.9463470e-03  1.1979175e+00
   1.5827992e+00 -9.3057394e-01 -6.1624765e-01  1.8241713e+00
  -5.7430547e-01  1.7248740e+00 -1.1218803e+00  1.1430743e+00
  -6.0131407e-01 -1.7011173e+00 -1.0322942e+00 -7.6785451e-01
   2.0288974e-02  1.7593196e-01 -1.1155120e+00  7.2573102e-01]]"
577,2,"[[ 0.8901512   0.53489584 -1.5545241   0.3222887  -0.75962687 -4.1280236
  -1.0893033   0.76049536  1.6456622   0.26458415 -0.47758862  0.97466576
  -0.7668327   1.7632246  -1.6812634   1.9959015  -0.30292505  0.685096
  -0.6136838  -1.6590338   0.10313442 -0.58051646 -1.5203699   2.286046  ]]"
578,2,"[[ 0.51181793  1.0577754  -2.2705226   0.18494809 -0.13610852 -4.4613743
   0.2157706   1.6846654   1.0411413  -1.2788877   0.45873693  1.3886924
  -0.876175    0.32270598 -2.0064063   0.8630995  -0.7255152  -0.3377185
   0.17304659 -0.97172    -0.624277   -0.1548683  -0.67461824  1.5206271 ]]"
579,2,"[[ 1.01314     0.09693289 -1.7690625  -0.28114527 -1.653347   -4.195978
  -0.55366933 -0.0565542   1.3959417  -0.5631905   0.12087542  0.7672254
   0.19120365  1.0952916  -1.6720288   1.3828893  -0.71545047 -1.3058679
  -0.8389989  -0.16721213 -0.54794    -0.4132266  -0.76027757  2.1475577 ]]"
580,2,"[[ 0.17435187  0.50032586 -1.9917262   1.2320755  -1.2434559  -4.704075
   0.04320922  1.00989     1.3296822  -0.39798912 -0.05800752  0.88377357
  -0.37535363  1.2054459  -1.8501575   1.7503237  -0.07781619 -1.4534228
   0.07692051 -1.3961725  -0.05761886  0.64315    -0.5431117   1.2417266 ]]"
581,2,"[[ 0.4741571   1.0709852  -3.0055466  -1.1452295  -0.46069407 -5.096691
  -0.8189621   1.4951681   1.4490998  -0.19927213  0.42193884  1.1869594
  -0.98893917  2.6448088  -1.2209531   1.979264    0.05989295 -0.62824667
  -1.3755373  -0.6113035  -0.03510645  0.65357184 -0.18616205  1.8554138 ]]"
582,2,"[[ 1.139216    0.3995697  -3.2412207  -0.2139036  -1.187391   -4.5961475
   0.01562381  1.3824174   2.951484    0.0432609  -1.170846    2.2319527
  -1.4579296   1.8881037  -1.9132067   1.7390959   0.20494238 -1.495354
  -0.64531773 -0.7867781  -1.0639093  -0.44730467 -1.1732249   0.74006265]]"
583,2,"[[ 0.56375134  0.5000409  -1.482965    0.26526022 -1.7347327  -4.937326
  -0.1597052   1.5668391   0.7327264  -1.1045961  -1.0886269   1.9365909
  -1.215571    1.1440208  -2.249807    0.93745196 -1.6187091  -0.36026293
  -1.3497188  -1.0445598  -0.2768612   0.07502301 -0.7874615   2.6564312 ]]"
584,2,"[[ 9.1126800e-02  7.4134582e-01 -1.3033197e+00  2.4890083e-01
  -2.1013470e+00 -4.5498514e+00 -7.5175762e-01  9.1230088e-01
   1.8483799e+00  2.2312263e-01 -1.9550407e+00  1.7702907e-01
  -6.6096425e-02  1.2473718e+00 -1.7359962e+00  1.1491684e+00
   1.3563997e-01 -1.1986187e+00 -6.6915596e-01 -8.4290469e-01
  -3.8921237e-03 -4.4910342e-02 -2.6217964e-01  6.8447459e-01]]"
585,2,"[[ 0.70271784  0.093225   -1.7607102   0.20518954 -0.48562998 -4.4747415
  -0.84904784  0.87293744  0.5213338  -0.28201845  0.4347607   1.308048
  -0.95069516  1.5043309  -1.3970668   1.5618266   0.15758881 -0.77699256
  -0.25914678 -0.4798762  -0.6956233   0.5618621  -0.52910525  1.668236  ]]"
586,2,"[[ 1.6488609   0.6587472  -1.1940243   0.46956718 -1.458255   -4.893878
  -1.0663086   1.8643606   1.3815063  -0.20732406 -0.3390505   0.9149979
  -0.62860924  1.1425757  -1.0248791   1.5896257   0.21900153  0.22799253
  -0.7352221  -0.55462515 -0.9211708  -0.4643892  -0.8167632   1.2207421 ]]"
587,2,"[[ 0.99852914  0.48607898 -2.069841    0.5146523  -1.1449823  -4.3702555
  -1.1399281   1.5385585   0.8024136  -0.6790309  -0.99225926  1.1241829
  -0.48666754  1.7410593  -1.4657943   1.7252783   0.31724018 -0.9128036
  -0.6100695  -0.85553443 -0.9766443   0.18095797 -0.2726832   1.5328559 ]]"
588,2,"[[ 0.30058616  1.3052132  -2.2690248  -0.14229134 -2.1540163  -3.6308496
  -0.4620816   1.7951806   1.7717417  -0.51910365  0.11215407  0.3215649
   0.04179227  0.8120404  -0.57864016  2.00625    -0.07952252 -0.683601
  -0.65516716 -1.6085099  -0.24526596 -0.33610627 -1.0366268   1.4985894 ]]"
589,2,"[[ 1.1663383  -0.06672966 -1.8857621  -0.01837009 -0.7959528  -4.0593815
  -1.2406971   1.4993093   1.2478797  -0.73850393  0.27089483  1.7789452
  -1.0636528   1.0170292  -0.915463    1.8015372   0.12626246 -0.82465297
  -1.375668   -1.4035506   0.0386771   0.5267062  -0.85204554  1.1791677 ]]"
590,2,"[[ 1.5226164  -0.0214473  -3.2234046  -0.7854654  -0.33817166 -4.056753
  -1.1235716   1.344477    2.2501287   0.6715703   0.58173686  0.27221024
  -1.1582195   1.7011017  -1.221058    1.114258   -0.35862786 -0.3765679
  -0.5527298  -0.6830213   0.0908587  -0.29433048 -0.44582388  1.9382616 ]]"
591,2,"[[ 1.13619    -0.18095696 -3.5488482   0.64106655 -1.1883677  -4.1110253
  -0.28574625  1.7561754   0.15609407  0.08493057 -0.25409377  0.8837491
  -0.8023347   0.8923693  -1.9682653   0.7216447  -0.5511776  -1.5457711
  -0.52967477 -0.3700923  -0.5172621   0.4662052  -0.8015257   1.5231565 ]]"
592,2,"[[ 0.80738497  0.45304084 -2.540479    1.078456   -2.144098   -4.248739
  -0.43093085  0.12154484  2.0255737  -0.5334624   0.15679556 -0.11003566
  -0.06015378  1.6303414  -1.9394047   1.429624   -0.2568202  -0.6569929
  -1.0127015  -1.3456088  -0.34580964  0.70628345 -0.9299227   0.5205865 ]]"
593,2,"[[ 1.4349625   1.3936467  -2.073891   -0.29618806 -0.55804646 -4.7070265
   0.47616714  1.4267087   1.6292454   0.25343668 -1.502526    0.90882516
  -1.3854952   0.8720249  -1.8735049   1.6191561   0.15083224 -1.0623037
  -0.45306832  0.2030037   0.01093829 -0.99850917 -0.82719827  2.0345607 ]]"
594,2,"[[ 1.8601185   1.5067196  -3.2606459  -0.5538828  -0.72771573 -4.8370323
  -0.70861804  1.0343924   0.7140401  -0.76494086 -0.26189643  1.0453131
  -1.0611      1.3337245  -1.6915671   1.3696964  -0.12110934 -2.1806233
  -0.63765836 -0.8142809  -0.73423445 -0.31626022 -0.37575987  0.9918457 ]]"
595,2,"[[ 0.80162907 -0.27836525 -2.3472338  -0.90177995 -0.7947662  -5.297967
  -0.14795047  1.8172996  -0.13699257 -0.13956788  0.43769568  1.9257976
  -0.9467288   1.8264954  -1.1894113   1.5367755   0.5991694  -1.723482
  -0.07652235 -0.7993975  -0.03066713  0.62518996  0.10676068  1.4715345 ]]"
596,2,"[[ 1.0327702   0.88986766 -0.9307633  -0.4323377  -1.6900263  -3.4338233
  -0.7473266   1.7213178   0.8753692  -0.07176089 -0.1816216   0.44914287
  -0.28118846  0.5869626  -0.9230629   2.2212474  -0.22847389 -1.1999378
  -1.0689642  -1.4374661  -0.44009203 -1.1339774  -1.4613073   1.921027  ]]"
597,2,"[[-0.06169528  0.64338773 -2.0272326   0.17103794 -1.1002173  -3.7575376
  -0.36400795  1.3486425   0.85304457  0.22752026 -0.04071967  0.69171655
  -1.809323    1.8199755  -1.6454408   0.80926174 -0.77523434 -1.5904934
  -0.69716644 -1.0839748   0.8804456  -0.1348936  -0.5455458   1.9479166 ]]"
598,2,"[[ 0.5402037   0.9973366  -1.7634476   0.7580032  -1.3278475  -4.7875824
   0.3006605   0.9006042   2.1821394  -0.9061456   0.3479293   0.18474543
  -0.8241703   1.800115   -1.2559043   1.5209875   0.28877684 -0.6984964
  -2.1366558  -0.8425395  -0.62247217  0.82827187 -0.66157055  1.830548  ]]"
599,2,"[[ 1.434608    0.6436535  -1.923278   -0.06108495 -1.8273317  -4.678312
  -0.8303622   0.95792806  0.9777727  -0.5036106  -1.0166323   0.24969661
  -0.40986073  0.7452604  -1.1486139   1.2825172  -0.5476619  -1.6995888
  -1.0464295  -1.1197027   0.33330917  0.7680472  -0.64055157  2.6405509 ]]"
600,2,"[[ 0.7013277  -0.13147831 -0.7658138  -0.8496592  -0.9991306  -4.459297
  -0.62660396  0.4499055   1.5034351   0.40865758 -0.5532688   2.2446234
  -1.5585082   1.9025517   0.34916162  1.7184103  -0.49969727 -0.2358911
  -1.0893945  -0.93921286 -0.00478292  0.26350674 -0.5187887   0.81572336]]"
601,2,"[[ 0.9610118  -0.09384853 -1.7008618  -0.15612057 -1.7874795  -4.7743006
  -0.04709378  0.9202579   1.8399378   0.5592766   0.6003202  -0.5203819
  -0.35006744  1.3776143  -2.2268763   1.442905    0.12389037 -1.1476068
  -0.1682921  -0.87610906 -0.8675059   0.29189575 -0.52665347  2.3052113 ]]"
602,2,"[[ 0.37535846  1.7118238  -2.704276    0.04697246 -2.075109   -4.133146
  -0.12914152  1.6193411   1.3765534  -1.2231324  -0.40130424  1.5970001
  -0.83624995  1.1331999  -1.0389321   1.3122275  -1.8925204  -0.70514846
  -0.0967347  -1.497968   -0.8095945  -0.02315757 -0.07427543  1.2269064 ]]"
603,2,"[[ 0.3114789   0.8499403  -0.9578572  -0.4793572  -1.1523072  -4.190932
   0.40275455  1.3237302   2.2433362  -0.6596274  -0.36016953  1.062626
  -0.9568272   1.055721   -0.5056472   1.2116513   0.06720224 -2.0891275
  -1.5539235   0.15340757 -0.4630555   0.27666053 -0.14101642 -0.2008766 ]]"
